Symbol,Price,Industry Group Rank,Price % Change,Vol. % Change,IBD Comp. Rating,RS Rating,Acc/Dis Rating,EPS Rating,SMR Rating,Ind Grp RS,PE Ratio,Vol. 50 Day Avg. (1000s)
BDRY,14.29,,2.85,-56,,96,E,,,,,48
BDVG,15.23,,-0.27,-85,,92,A,,,,,21
BDVL,26.95,,-0.09,-40,,59,C,,,,,262
BDYN,28.63,,-0.23,-38,,72,C,,,,,336
BEAG,10.75,,,-100,,,C,,,,47,18
BEBE,9.99,,-0.1,-100,,,C,,,,51,21
BEC,13.85,,-5.2,110,,20,,,,,,
BEDY,30.22,,0.01,-15,,68,C,,,,,77
BEDZ,36.7,,-0.24,-27,,83,D,,,,,3
BEEX,28.15,,0.11,93,,70,E,,,,,5
BEEZ,35.61,,-0.25,88,,71,A+,,,,,0
BEG,38.58,,-6.09,-32,,43,E,,,,,288
BEGS,14.53,,-0.03,3,,2,B-,,,,,4
BEMB,52.84,,-0.12,2,,21,A,,,,,1
BEMD,25.02,,,,,,,,,,,
BENJ,53.12,,0.14,90,,47,A,,,,,48
BERZ,19.64,,0.1,12,,2,D,,,,,88
BESF,40.48,,2,69,,68,C,,,,,2
BESO,25.34,,,-98,,20,E,,,,,1
BETE,30.08,,-0.56,-38,,4,A,,,,,3
BETH,34.83,,-0.7,-30,,4,A-,,,,,2
BETZ,19.57,,1.68,-84,,47,A,,,,,48
BEX,27.56,,-6.03,5,,43,E,,,,,2099
BEZ,9.42,,4.78,-17,,9,C,,,,,1279
BFAP,14.13,,-0.42,-80,,7,E,,,,,2
BFEB,54.03,,-0.04,-29,,70,B+,,,,,9
BFEW,21.84,,0.05,2063,,56,C,,,,,1
BFIX,25.04,,0.13,17,,21,C,,,,,4
BFJA,17.23,,-0.14,-88,,10,D,,,,,0
BFJL,17.18,,-0.43,646,,31,C-,,,,,0
BFLB,55.67,,-0.04,-82,,64,C,,,,,11
BFLX,26.4,,-0.23,-90,,47,,,,,,1380
BFOC,16.96,,-0.06,-83,,11,E,,,,,3
BFOR,24.63,,0.28,-64,,93,A+,,,,,30
BFRZ,27.27,,-0.04,-73,,47,C,,,,,49
BFXU,24.14,,-0.07,-48,,61,E,,,,,0
BGB,11.29,,-0.09,-5,,14,A,,,,21,123
BGCG,27.8,,-0.01,-51,,51,,,,,,20
BGDV,31.85,,-0.22,-92,,85,B-,,,,,13
BGEG,23.53,,-0.12,-41,,25,,,,,,10
BGFI,25.14,,,-98,,40,,,,,,
BGGG,36.88,,0.2,-93,,39,,,,,,77
BGH,14.29,,0.14,14,,22,A,,,,28,86
BGIA,25.7,,,-100,,45,,,,,,205
BGIG,37.47,,-0.27,-21,,85,B+,,,,,106
BGLD,16.9,,0,-40,,9,C+,,,,,26
BGR,16.89,,1.12,-46,,83,B,,,,43,97
BGRN,46.89,,-0.25,-65,,19,E,,,,,35
BGRO,44.26,,-0.22,369,,81,B+,,,,,1
BGT,10.86,,-0.46,-36,,14,A,,,,24,121
BGUS,26.6,,-1.21,-100,,53,,,,,,
BGX,10.91,,0.09,-59,,20,A+,,,,24,54
BGY,5.88,,0.21,-63,,40,C,,,,71,263
BHAV,10,,0.1,-33,,,C-,,,,40,5
BHDG,24,,0.02,-98,,43,E,,,,,15
BHK,9.01,,-0.72,-75,,13,B,,,,35,310
BHV,12.7,,-0.74,-91,,92,A+,,,,0,5
BHYB,54.04,,-0.06,1070,,30,B,,,,,165
BHYP,31.23,,-3.27,-62,,61,,,,,,404
BIB,106.87,,-0.67,-44,,99,B+,,,,,11
BIBL,57.15,,-0.07,-50,,93,D-,,,,,54
BID,9.88,,-0.2,-100,,,,,,,91,
BIDD,30.93,,,-54,,46,E,,,,,29
BIDG,9.04,,-2.1,16,,5,E,,,,,42
BIGY,52.73,,-0.08,11,,38,A,,,,,9
BIII,10,,0.1,-100,,,E,,,,62,6
BIL,91.53,,0.02,-40,,38,C-,,,,,10113
BILD,29.96,,0.1,-77,,39,C+,,,,,1
BILS,99.3,,0.03,-37,,41,A,,,,,309
BILT,28.07,,0.15,-83,,39,E,,,,,72
BILZ,100.81,,0.04,-58,,37,E,,,,,203
BINC,52.06,,-0.06,-23,,23,E,,,,,1685
BINT,33.2,,-0.09,7,,78,E,,,,,47
BINV,45.43,,0.16,-56,,80,C+,,,,,42
BIOY,21.07,,0.56,106,,14,D,,,,,2
BIS,12.64,,0.57,-98,,3,D+,,,,,7
BIT,12.17,,0.11,98,,9,D,,,,43,286
BITA,50.57,,-0.59,-53,,28,,,,,,
BITB,34.13,,-0.76,-60,,4,C+,,,,,1463
BITC,35.48,,0.03,-75,,8,E,,,,,2
BITI,24.38,,0.87,-48,,82,D,,,,,1413
BITO,8.5,,-0.7,-80,,4,B,,,,,240763
BITQ,22.7,,-0.61,-46,,36,E,,,,,99
BITS,55.1,,-0.25,32,,7,D-,,,,,2
BITU,9,,-1.53,-26,,1,B-,,,,,4555
BITW,40.46,,-0.86,-73,,4,D-,,,,,59
BITX,11.59,,-1.53,-16,,2,C+,,,,,8816
BITY,25.02,,-0.85,-70,,3,C-,,,,,6
BIV,75.6,,-0.21,-35,,16,E,,,,,1564
BIXI,10.06,,0.09,-90,,,E,,,,11,12
BIZD,13.37,,-1.26,-25,,39,A+,,,,,3280
BJAN,60.43,,-0.02,-76,,70,D,,,,,29
BJUL,55.8,,-0.04,-82,,70,C,,,,,42
BJUN,50.03,,-0.11,-92,,57,B,,,,,67
BKAG,41.35,,-0.18,-4,,17,E,,,,,182
BKCG,39.61,,-0.57,-83,,68,C,,,,,2
BKCH,64.9,,0.25,-58,,18,E,,,,,97
BKCI,54.75,,-0.43,-31,,59,B,,,,,7
BKDV,34.99,,0.03,-46,,92,A-,,,,,394
BKEM,30.67,,0.59,-51,,72,E,,,,,9
BKF,40.27,,0.04,-80,,9,B,,,,,12
BKFI,23.54,,-0.28,-25,,20,C,,,,,24
BKGI,44.64,,0.2,70,,44,E,,,,,266
BKHA,11.8,,0.17,-99,,,D+,,,,94,1
BKHY,47.36,,-0.08,-52,,23,C,,,,,22
BKIE,34.99,,-0.03,-99,,79,B+,,,,,186
BKLC,49.66,,-0.14,-98,,81,B,,,,,397
BKLG,25.93,,,-99,,53,,,,,,
BKLN,20.57,,,-35,,25,A+,,,,,7725
BKMC,42.07,,0.35,-69,,81,A+,,,,,21
BKMI,26.03,,-0.27,-38,,24,C,,,,,92
BKMS,25.45,,-0.02,-81,,30,D-,,,,,40
BKSE,45.79,,0.22,-61,,94,A+,,,,,6
BKT,10.42,,0.08,-58,,12,B,,,,40,100
BKUI,49.66,,,-21,,32,D+,,,,,55
BLCK,22.18,,0.12,-70,,13,D,,,,,1
BLCR,50.72,,0.2,-7,,79,B+,,,,,482
BLCV,43.44,,0.03,-47,,91,D-,,,,,16
BLDG,26.93,,0.04,-99,,54,E,,,,,37
BLDX,26.53,,0.08,-45,,39,C,,,,,8
BLES,50.01,,0.1,-50,,79,B,,,,,9
BLGR,32.86,,-0.33,29,,76,C,,,,,27
BLOK,60.73,,0.63,-29,,32,D-,,,,,251
BLOX,13,,-0.16,-20,,3,E,,,,,395
BLRK,10.06,,,-88,,,E,,,,41,22
BLSG,1.69,,-23.05,13,,1,C-,,,,,115
BLST,24.9,,-0.12,4,,23,C,,,,,16
BLTD,24.39,,-0.53,9,,12,E,,,,,17
BLUC,32.31,,-0.25,18,,77,C,,,,,29
BLUI,25.79,,-0.04,-41,,42,C,,,,,10
BLUW,10.36,,0.1,-67,,,D,,,,78,23
BLUX,33.13,,0.13,23,,88,C,,,,,48
BLV,65.89,,-0.59,-15,,11,E,,,,,689
BLW,12.87,,-0.21,7,,22,A+,,,,44,166
BLZR,10.18,,0.1,-86,,,C,,,,24,42
BMAR,59.08,,0.06,23,,71,C,,,,,7
BMAY,48.65,,-0.06,-88,,65,C+,,,,,11
BME,44.14,,-0.33,-37,,86,A,,,,63,47
BMED,32.17,,-0.55,-76,,87,A,,,,,2
BMEZ,16.05,,-0.5,-41,,79,A+,,,,,156
BMN,25.45,,-0.22,-42,,35,C+,,,,18,8
BMNG,15.14,,-2.41,-65,,1,C,,,,,876
BMNU,10.93,,-2.84,-37,,1,C,,,,,6466
BMNZ,12.74,,2.49,-11,,7,E,,,,,692
BMOP,24.74,,-0.4,-18,,29,C,,,,,103
BMSI,25.32,,-0.06,,,43,,,,,,
BMVP,54.96,,0.12,-46,,75,C,,,,,1
BNAV,24.48,,-0.57,-82,,,,,,,,
BND,72.31,,-0.23,-23,,18,E,,,,,8104
BNDC,21.74,,-0.24,-54,,15,E,,,,,9
BNDD,95.4,,-0.25,-98,,20,D,,,,,39
BNDI,46.3,,-0.28,25,,15,E,,,,,29
BNDP,73.22,,-0.21,-13,,20,E,,,,,10
BNDS,50.38,,0.02,-7,,33,D-,,,,,35
BNDW,67.51,,-0.28,-29,,19,E,,,,,93
BNDX,47.72,,-0.4,-22,,21,E,,,,,4220
BNDY,24.81,,-0.12,-68,,13,E,,,,,142
BNGE,33.07,,,-98,,44,A+,,,,,1
BNKD,25.44,,-0.79,233,,2,C,,,,,0
BNKU,48.36,,0.65,-67,,99,D+,,,,,13
BNMC,35.48,,,-68,,66,,,,,,
BNO,50.64,,1.81,-60,,65,D,,,,,2267
BNOV,49.26,,-0.1,20,,71,D,,,,,9
BOAT,46.4,,2.07,47,,97,B,,,,,23
BOBP,30.49,,0.59,-12,,52,E,,,,,3
BOCT,54.54,,0.1,-78,,71,C-,,,,,12
BOE,12.45,,0.26,0,,60,A,,,,69,97
BOEG,14.89,,1.07,-74,,13,C-,,,,,35
BOEU,37.59,,1.05,-42,,12,C-,,,,,25
BOIL,19.35,,-1.33,-1,,2,E,,,,,4027
BOND,90.62,,-0.32,34,,16,E,,,,,563
BOT,31.67,,,-54,,54,E,,,,,663
BOTT,46.1,,0.28,-38,,33,E,,,,,25
BOTZ,37.74,,-0.21,-50,,29,C-,,,,,883
BOUT,44.7,,-0.05,-30,,53,C+,,,,,2
BOXA,104.68,,-0.38,-52,,34,E,,,,,1
BOXX,117.87,,0.03,-20,,46,A,,,,,2423
BPAC,10.17,,-0.1,-76,,,C,,,,76,12
BPAY,27.54,,-0.5,-77,,55,A,,,,,3
BPH,66.41,,,-98,,56,E,,,,,1
BPI,20.24,,-0.77,-16,,4,D,,,,,2
BPRE,12.35,,-0.72,-32,,8,E,,,,,867
BPRO,20.77,,0.87,43,,9,D+,,,,,6
BRAZ,29.46,,0.79,-16,,36,C,,,,,1
BRCE,30.71,,-0.07,-86,,91,E,,,,,1
BREE,27.09,,-0.02,-48,,54,E,,,,,1
BREM,50.89,,,-99,,35,C,,,,,1
BRES,27.97,,0.51,15,,66,C,,,,,17
BREW,27.13,,0.51,-90,,50,D,,,,,1
BREZ,9.96,,,-100,,,,,,,82,
BRF,14.91,,-1.08,101,,11,E,,,,,6
BRHY,51.05,,0.06,-55,,30,D,,,,,24
BRIB,24.82,,-0.24,-78,,30,E,,,,,10
BRIE,31.12,,-0.42,-34,,84,C,,,,,146
BRIF,38.28,,-0.41,-7,,97,A,,,,,9
BRKC,40.03,,-0.66,13,,9,D+,,,,,5
BRKH,9.97,,0.1,-93,,,,,,,95,
BRKL,24.43,,-1.32,-91,,34,,,,,,
BRKU,23.01,,-1.63,-31,,39,B,,,,,123
BRKW,39.27,,-0.91,133,,13,C-,,,,,3
BRLN,50.91,,0.13,-71,,30,E,,,,,7
BRNY,60.07,,0.71,-8,,93,A-,,,,,24
BROL,26.4,,-0.32,-63,,50,,,,,,4
BRRR,17.72,,-0.71,-84,,4,C,,,,,151
BRSM,26.65,,0.28,-100,,53,,,,,,
BRSV,45.8,,0.45,-79,,47,,,,,,
BRTR,49.52,,-0.26,-19,,17,E,,,,,68
BRW,6.57,,-0.3,-39,,14,C-,,,,58,229
BRZU,84.91,,0.78,164,,35,E,,,,,22
BRZX,22.18,,0.67,-96,,25,,,,,,0
BSAA,11.15,,-1.54,-90,,,E,,,,29,11
BSCA,19.79,,-0.3,123,,33,,,,,,
BSCQ,19.55,,,7,,33,A-,,,,,887
BSCR,19.66,,0.05,-12,,32,A+,,,,,595
BSCS,20.39,,-0.05,13,,28,B,,,,,615
BSCT,18.57,,-0.05,1,,25,C+,,,,,523
BSCU,16.57,,-0.09,-29,,21,E,,,,,666
BSCV,16.3,,-0.18,24,,19,E,,,,,441
BSCW,20.34,,-0.22,26,,17,D-,,,,,328
BSCX,20.8,,-0.24,5,,15,E,,,,,162
BSCY,20.36,,-0.24,-68,,14,E,,,,,99
BSCZ,20.11,,-0.27,-33,,14,E,,,,,78
BSEP,53.92,,0.01,55,,67,A,,,,,4
BSGR,25.08,,0.04,2353,,39,,,,,,
BSGT,25.07,,-0.04,970,,39,,,,,,4
BSJQ,22.93,,0.04,-22,,20,C-,,,,,312
BSJR,22.43,,-0.06,-68,,28,A+,,,,,182
BSJS,21.83,,-0.05,233,,29,A,,,,,178
BSJT,21.19,,-0.12,-63,,26,A-,,,,,172
BSJU,25.83,,-0.1,-38,,29,B+,,,,,72
BSJV,26.13,,-0.19,6,,22,E,,,,,37
BSJW,25.3,,-0.35,39,,24,A-,,,,,13
BSJX,25.23,,-0.02,-10,,30,C,,,,,5
BSJY,25.1,,-0.04,-4,,39,,,,,,1
BSL,13.07,,-0.08,-27,,16,A+,,,,17,38
BSMC,40.94,,0.13,-41,,90,B-,,,,,12
BSMQ,23.55,,0.02,-57,,36,E,,,,,56
BSMR,23.61,,-0.08,-39,,32,E,,,,,54
BSMS,23.43,,-0.07,-13,,40,B-,,,,,55
BSMT,23.06,,-0.07,-57,,38,B-,,,,,48
BSMU,21.81,,-0.11,-56,,31,C-,,,,,59
BSMV,20.89,,-0.05,-62,,30,D+,,,,,40
BSMW,24.85,,-0.12,-27,,31,D-,,,,,30
BSMY,24.17,,-0.2,40,,25,D,,,,,20
BSMZ,25.09,,-0.24,-23,,21,D,,,,,15
BSOL,10.24,,-1.73,-1,,4,C,,,,,2616
BSR,31.11,,-0.07,-71,,53,A-,,,,,2
BSSX,25.5,,-0.15,-51,,29,D,,,,,23
BST,49.82,,-0.6,-1,,93,A,,,,67,98
BSTP,40.3,,-0.02,-8,,64,A,,,,,3
BSTS,25.09,,,1536,,39,,,,,,2
BSTU,25.05,,-0.12,2017,,38,,,,,,2
BSTV,25.02,,-0.14,4117,,38,,,,,,
BSTZ,31.48,,-0.06,-36,,98,B-,,,,68,232
BSV,77.63,,-0.08,-24,,24,E,,,,,2914
BSVO,30.15,,0.37,-36,,96,D+,,,,,146
BTAL,11.86,,0.42,-72,,10,A,,,,,712
BTC,27.81,,-0.68,-59,,4,C-,,,,,1831
BTCC,12.76,,-0.23,-64,,3,C-,,,,,18
BTCI,28.07,,-0.5,11,,3,B-,,,,,582
BTCK,24.46,,0.31,-93,,26,,,,,,3
BTCL,11.82,,-1.72,-45,,2,C,,,,,89
BTCO,62.57,,-0.65,-75,,4,C-,,,,,95
BTCU,16.11,,-1.59,-26,,18,,,,,,17
BTCW,66.47,,-0.63,-82,,4,E,,,,,24
BTCZ,5.66,,1.43,-68,,92,C,,,,,23203
BTDL,11.33,,8.55,8,,22,,,,,,
BTF,17.11,,-0.23,-21,,3,A-,,,,,4
BTGD,22.02,,-0.34,-71,,3,B,,,,,43
BTO,41.34,,,-52,,86,A+,,,,39,48
BTOT,48.9,,-0.32,-6,,21,D-,,,,,2
BTR,28.64,,0.22,-70,,71,A+,,,,,3
BTRN,24.66,,,-99,,6,D,,,,,1
BTT,22.65,,-0.02,-26,,37,C-,,,,20,85
BTTC,0.61,,-4.04,18,,,E,,,,56,722
BTX,9.11,,1.14,-14,,96,B-,,,,,697
BTZ,10.22,,-0.16,-27,,16,B,,,,52,277
BUCK,23.38,,-0.19,-20,,22,D+,,,,,185
BUFB,40.37,,-0.07,-39,,70,C,,,,,30
BUFC,43.26,,-0.12,-63,,53,A-,,,,,40
BUFD,30.32,,0.03,-16,,59,A,,,,,291
BUFE,21.61,,0.08,-1,,41,E,,,,,9
BUFF,53.8,,-0.02,-32,,61,C,,,,,98
BUFG,30.02,,-0.07,-50,,66,A,,,,,42
BUFH,21.59,,-0.12,28,,49,E,,,,,15
BUFI,43.43,,0.02,-88,,63,C,,,,,16
BUFM,41.37,,-0.06,24,,57,A+,,,,,34
BUFP,32.79,,-0.05,6,,65,C,,,,,38
BUFQ,39.81,,0.05,-17,,67,B,,,,,156
BUFR,37.43,,,-40,,67,B,,,,,1329
BUFS,25.46,,0.23,-57,,72,C,,,,,35
BUFT,26.27,,-0.11,91,,55,A-,,,,,25
BUFX,22.52,,0.02,-89,,55,C,,,,,6
BUFY,24.02,,0.1,56,,62,B-,,,,,55
BUFZ,28.48,,,-36,,59,C,,,,,152
BUG,43.09,,-3.08,4,,98,A+,,,,,1219
BUI,27.34,,-0.28,-29,,42,E,,,,73,72
BUL,64.13,,0.01,-69,,92,A,,,,,9
BULD,37.52,,-0.77,-91,,98,A,,,,,9
BULG,46.28,,2.49,-90,,50,C,,,,,5
BULZ,39.55,,-0.4,21,,62,C-,,,,,992
BUSA,42.2,,0.29,51,,89,A+,,,,,21
BUSM,17.39,,0.48,55,,55,,,,,,
BUXX,20.25,,0.05,-51,,33,A,,,,,276
BUYB,43.94,,-0.4,-46,,69,E,,,,,4
BUYO,34.52,,0.3,3821,,97,D,,,,,1
BUYW,14.65,,0.07,6,,47,A+,,,,,344
BUYZ,36.87,,-0.3,402,,49,B+,,,,,0
BUZZ,37.13,,-0.05,-83,,53,B-,,,,,77
BVAL,32.49,,,5,,87,D,,,,,28
BWET,379.12,,2.46,41,,99,D,,,,,166
BWG,7.76,,-0.64,-23,,9,E,,,,56,66
BWIV,9.92,,,-100,,,E,,,,43,16
BWOW,11.45,,,-98,,6,D,,,,,0
BWQG,26.29,,-0.08,-83,,49,,,,,,
BWTG,43.14,,-0.17,-54,,76,A+,,,,,1
BWX,21.78,,-0.23,-16,,13,E,,,,,509
BWZ,27.16,,0.18,-75,,22,B+,,,,,111
BXSL,24.68,,-1.32,19,,35,A+,,,,61,1713
BYLD,22.32,,-0.13,-53,,19,E,,,,,64
BYRE,27.76,,0.53,31,,57,D,,,,,3
BZQ,23.8,,0.35,-97,,54,A+,,,,,7
BZZ,27.98,,2.12,21,,67,D,,,,,4
CAAA,20.23,,-0.15,-89,,23,B-,,,,,8
CABZ,22.88,,0.47,-86,,18,E,,,,,3
CAES,10.06,,-0.1,-15,,,,,,,,
CAF,19.47,,0.15,-80,,54,E,,,,83,21
CAFG,34.23,,0.6,-89,,97,A,,,,,18
CAFX,24.52,,-0.16,-65,,20,C-,,,,,26
CAGE,29.53,,-0.32,11,,68,C-,,,,,107
CAIE,27.47,,-0.04,-33,,45,D+,,,,,549
CAII,9.97,,,-100,,,,,,,86,
CAIQ,26.18,,-0.11,-32,,35,D,,,,,212
CALF,56.95,,-0.31,-48,,98,A+,,,,,494
CALI,50.4,,-0.02,4,,32,D,,,,,106
CAM,24.91,,0.04,-7,,26,E,,,,,102
CAMC,21.29,,-8.42,-37,,24,,,,,,
CAML,41.7,,-0.56,-25,,74,A,,,,,25
CAMX,36.3,,0.15,-49,,80,D,,,,,0
CANC,42.66,,0.27,-62,,98,B,,,,,35
CANE,10.76,,-0.74,-51,,70,A,,,,,249
CANQ,30.5,,-0.26,40,,36,D,,,,,4
CAOS,90.47,,0.07,-65,,41,E,,,,,55
CAPE,33.34,,0.11,-71,,51,B,,,,,32
CAPN,11.14,,0.36,-100,,,C,,,,89,1
CAQ,9.97,,,-100,,,E,,,,24,5
CARD,2.25,,-0.37,-93,,4,E,,,,,19
CARK,48.76,,-0.63,-99,,74,B-,,,,,5
CARU,24.44,,0.69,157,,38,A+,,,,,1
CARX,26.82,,-4.71,-28,,50,,,,,,
CARY,20.71,,-0.07,-54,,26,A,,,,,434
CARZ,109.39,,0.89,-66,,68,D,,,,,4
CAS,26.76,,0.22,93,,13,E,,,,,3
CATF,49.66,,-0.22,-82,,31,E,,,,,6
CATG,11.78,,0.58,-37,,13,E,,,,,59
CATH,92.5,,-0.25,-38,,74,B-,,,,,48
CAUG,25.39,,-0.04,-100,,,,,,,,
CBIL,25.07,,0.02,-99,,39,,,,,,23
CBLS,31.02,,0.61,-90,,38,B,,,,,4
CBOA,24.21,,-0.21,-21,,13,C-,,,,,1
CBOJ,23.67,,-0.25,-53,,14,A-,,,,,4
CBOL,23.48,,-0.06,106,,20,E,,,,,1
CBON,24.01,,0.1,46,,50,D+,,,,,5
CBOO,24.59,,0.1,139,,35,D-,,,,,1
CBOT,25.95,,0.07,-92,,22,E,,,,,2
CBOX,101.36,,0.03,-91,,40,C-,,,,,80
CBOY,24.52,,-0.12,-62,,31,D,,,,,2
CBRG,4.61,,-10.66,40,,16,,,,,,9423
CBRX,13.64,,-10.79,98,,18,,,,,,222
CBRZ,9.14,,10.12,189,,17,,,,,,450
CBSE,48.88,,0.6,-69,,65,E,,,,,10
CBTA,20.74,,-0.5,124,,6,C,,,,,1
CBTJ,17.47,,-0.54,-96,,6,B-,,,,,19
CBTL,17.55,,-0.37,-21,,7,C,,,,,3
CBTO,19.75,,,-97,,11,E,,,,,10
CBTY,19.55,,-0.79,-96,,10,D,,,,,14
CBXA,21.26,,-0.54,-94,,7,D+,,,,,3
CBXJ,19.89,,-0.13,15,,7,A+,,,,,6
CBXL,19.85,,-0.28,-70,,9,C,,,,,0
CBXO,22.14,,-0.04,-90,,19,C,,,,,3
CBXY,22.03,,-0.45,-9,,20,E,,,,,3
CCAQ,10.52,,0.1,-99,,,C,,,,71,69
CCCT,9.84,,-0.15,-100,,,,,,,70,
CCD,26.19,,-0.13,15,,88,A,,,,96,72
CCEF,30.08,,0,20,,50,A,,,,,3
CCFE,27.94,,0.2,-99,,49,E,,,,,0
CCIF,2.86,,,31,,4,A-,,,,2,113
CCII,10.33,,0.09,-99,,,E,,,,25,30
CCNR,40.35,,0.99,-90,,55,D,,,,,37
CCOM,23.74,,0.47,-41,,14,E,,,,,0
CCOR,26.56,,-0.06,-79,,43,A-,,,,,3
CCPX,22.77,,0.13,-99,,26,,,,,,1
CCRP,19.36,,-0.28,432,,16,C,,,,,0
CCSB,19.87,,-0.2,-88,,21,D,,,,,4
CCSO,27.48,,-0.31,-57,,40,D+,,,,,3
CCUP,1.79,,-10.05,-4,,1,D+,,,,,6203
CCXI,17.07,,5.44,-3,,,D,,,,34,3072
CDC,77.79,,0.18,-83,,84,C,,,,,19
CDEI,95.06,,-0.07,-83,,89,D-,,,,,2
CDIG,26.99,,1.2,-60,,59,C,,,,,8
CDL,81.17,,0.19,-56,,84,B,,,,,7
CDNG,9.99,,0.58,164,,21,,,,,,
CDPI,20.36,,0.25,176,,45,,,,,,
CDX,20.81,,-0.31,-65,,11,C,,,,,128
CEE,21.46,,-0.09,-74,,84,C-,,,,94,26
CEF,44.53,,0.77,-69,,40,C-,,,,99,791
CEFA,41.69,,-0.06,-88,,75,D,,,,,7
CEFD,19.14,,-0.91,2,,28,A-,,,,,1
CEFS,25.72,,0.33,-16,,66,B-,,,,,82
CEFZ,8.4,,0.3,-83,,47,C,,,,,17
CEGX,14.67,,2.88,-69,,9,E,,,,,174
CEMB,45.3,,-0.09,-20,,22,D+,,,,,70
CEPF,10.42,,,-99,,,C,,,,62,33
CEPI,31.69,,0.73,-30,,10,D-,,,,,47
CEPO,10.68,,0.09,-7,,,E,,,,77,123
CEPS,10.4,,,-100,,,D-,,,,43,12
CEPV,10.37,,-0.1,-100,,,D,,,,52,52
CERY,37.08,,0.95,-83,,63,B,,,,,230
CET,55.16,,0.25,-48,,64,A-,,,,64,38
CEV,10.48,,0.19,-78,,49,A,,,,46,26
CEW,19.79,,-0.05,-73,,49,A-,,,,,6
CFA,103.02,,0.03,64,,81,A,,,,,4
CFIT,26.09,,0,-98,,46,D,,,,,24
CFND,2.7,,-6.25,16,,3,E,,,,,30
CFO,83.49,,0.04,-21,,81,A+,,,,,5
CGBL,38.41,,-0.41,-30,,60,C,,,,,1951
CGCB,25.87,,-0.31,-50,,18,E,,,,,1523
CGCP,22.04,,-0.18,-40,,16,E,,,,,1467
CGCV,33.65,,-0.41,8,,74,C-,,,,,332
CGDG,38.94,,-0.33,-28,,66,C-,,,,,587
CGDV,51.08,,-0.7,-25,,89,C,,,,,3856
CGGE,35.9,,-0.25,-23,,83,B,,,,,575
CGGG,29.08,,-0.58,-81,,44,E,,,,,69
CGGO,41.28,,-0.02,-26,,86,D,,,,,1290
CGGR,47.2,,-0.61,-14,,58,B,,,,,2693
CGHM,25.51,,-0.27,-46,,39,D-,,,,,413
CGHY,25.27,,-0.07,-38,,30,E,,,,,45
CGIB,25.34,,-0.33,-24,,37,A,,,,,114
CGIC,37.03,,-0.03,-42,,70,E,,,,,567
CGIE,38.31,,-0.16,-24,,74,C+,,,,,431
CGMM,33.72,,,15,,86,B+,,,,,832
CGMS,27.18,,-0.15,-23,,20,E,,,,,1071
CGMU,27.16,,-0.17,-34,,31,E,,,,,1064
CGNG,36.86,,-0.14,-35,,73,E,,,,,662
CGO,13.37,,0.75,86,,48,D+,,,,96,29
CGOV,25.07,,,27617,,39,,,,,,19
CGPT,19.88,,-0.96,-43,,,,,,,,
CGRO,22.37,,-0.08,-44,,7,B,,,,,1
CGSD,25.72,,-0.08,-19,,26,C,,,,,469
CGSM,26.33,,0.08,-57,,39,E,,,,,475
CGUI,25.34,,0.04,-43,,40,E,,,,,141
CGUS,46.05,,-0.71,-14,,84,D+,,,,,1038
CGV,16.19,,0.27,14,,43,C-,,,,,12
CGVV,32.54,,-0.12,-64,,91,C,,,,,58
CGW,65.43,,-0.3,-53,,45,E,,,,,28
CGXU,35.21,,,-48,,86,C-,,,,,959
CHAR,10.93,,0.18,-99,,,A,,,,91,8
CHAT,93.52,,-0.1,-65,,98,D,,,,,663
CHAU,22.16,,-0.23,-83,,42,E,,,,,133
CHDG,25.41,,-0.12,-40,,,,,,,,
CHEC,10.23,,,-91,,,C,,,,55,16
CHGX,34.2,,-0.33,-79,,95,A,,,,,22
CHI,13.3,,0.34,-13,,90,C+,,,,91,174
CHIQ,17.59,,0.17,145,,6,C,,,,,38
CHNL,20.68,,2.08,-79,,19,C,,,,,1
CHNU,18.18,,3.82,155,,12,C,,,,,5
CHPG,10.48,,,-100,,,C,,,,74,4
CHPS,87.3,,-0.44,-28,,95,E,,,,,44
CHPX,97.04,,-0.24,-75,,97,E,,,,,96
CHPY,71.56,,-0.2,-35,,60,E,,,,,766
CHRI,92.23,,-0.19,-19,,76,D,,,,,1
CHW,8.67,,0.46,-60,,52,E,,,,96,238
CHY,13.51,,0.75,-4,,83,C+,,,,94,177
CHYG,25.12,,,-100,,39,,,,,,40
CIBR,99.6,,-2.54,-15,,99,A+,,,,,1566
CIEG,6.58,,-6.4,-62,,10,E,,,,,642
CIEI,24.95,,-0.22,1240,,36,,,,,,5
CIEX,17.36,,-5.79,286,,23,,,,,,
CIFC,9.65,,,-91,,20,,,,,,
CIFG,5.36,,14.64,212,,5,E,,,,,256
CIFU,13.06,,13.37,193,,6,E,,,,,300
CII,24.56,,-0.32,38,,42,E,,,,81,79
CIK,2.44,,-0.41,3,,8,B,,,,21,541
CIR,25.36,,-9.75,-50,,63,,,,,,
CIVG,24.94,,-0.24,-95,,36,,,,,,3
CJUL,25.68,,-0.03,1118,,45,,,,,,
CJUN,25.53,,0.01,-36,,41,,,,,,1
CLBR,10.24,,-0.19,-3,,,E,,,,32,27
CLCG,29.35,,-0.3,-91,,61,D,,,,,3
CLCV,31.69,,0.28,-43,,94,E,,,,,3
CLIM,26.58,,-0.26,33,,45,C,,,,,0
CLIP,100.21,,0.03,-29,,38,D-,,,,,359
CLIX,59.41,,-0.04,-89,,46,A,,,,,1
