Symbol,Price,Industry Group Rank,Price % Change,Vol. % Change,IBD Comp. Rating,RS Rating,Acc/Dis Rating,EPS Rating,SMR Rating,Ind Grp RS,PE Ratio,Vol. 50 Day Avg. (1000s)
LTH,45.26,74,2.14,17,97,95,C,96,A,B-,37,2982
LUCK,6.96,74,2.05,-73,16,21,D,35,D,B-,48,115
LYFT,17.48,74,2.04,-51,56,65,A+,15,A,B-,93,12577
LYV,188.46,74,1.29,-51,59,75,D,31,C,B-,41,2382
MANU,24.19,74,3.73,120,74,91,D+,54,D,B-,0,307
MMA,0.41,74,0.44,-86,2,6,E,1,E,B-,2,922
MRM,1.07,74,4.9,-5,,,D+,,,B-,89,54
MSGE,85.44,74,1.36,-27,72,95,D+,39,C,B-,11,488
MSGS,407.17,74,-1.41,47,68,93,D-,54,D,B-,4,248
MTN,148.3,74,1.98,-53,53,58,B,34,B,B-,30,777
NCLH,19.01,74,-2.76,-26,37,42,E,37,B,B-,81,16661
NIPG,10.73,74,15.38,-69,31,3,A-,55,D,B-,21,29
NOMA,2.69,74,1.89,27,3,6,E,7,D,B-,0,9
OSW,26.92,74,,-50,86,74,D,95,B,B-,41,924
PLNT,50.36,74,2.57,-29,44,17,C+,85,C,B-,67,1988
PRKS,44.93,74,-0.27,-48,33,65,D-,20,D,B-,56,772
PRSU,47.96,74,1.65,-6,61,81,E,53,C,B-,22,280
PTON,5.63,74,1.26,-56,38,38,C-,71,E,B-,19,9211
PUSA,3.64,74,4.9,74,13,21,E,29,E,B-,26,651
RCL,305,74,-1.57,-40,81,53,C+,87,A,B-,52,2391
RICK,30.87,74,2.66,59,57,75,A+,37,D,B-,57,48
SDA,0.76,74,1.4,-82,28,6,B+,60,D,B-,7,287
SEG,27.71,74,-3.11,45,64,78,A,38,D,B-,12,63
SPHR,168,74,-4.75,-28,77,96,A-,35,C,B-,59,753
THH,2.58,74,,-92,,,E,,,B-,,146
TNL,75.49,74,0.94,-60,69,70,E,84,D,B-,78,795
TRNR,3.57,74,-10.3,-16,,,A,,,B-,17,183
UBER,75.95,74,0.09,-49,47,28,A,26,A,B-,63,20623
UP,5.03,74,-2.52,-88,7,12,D-,25,E,B-,33,115
VENU,1.98,74,-3.41,-52,5,2,E,26,E,B-,10,679
VIK,97.99,74,-7.65,132,70,90,E,58,B,B-,26,2293
WETO,8.22,74,127.7,5546,4,1,E,3,E,B-,22,385
WMG,25.65,74,1.22,-21,47,14,E,88,A,B-,48,2219
WRD,5.85,74,-1.68,5,7,9,D,17,D,B-,14,2665
XHLD,5.88,74,7.01,-59,52,89,C,41,E,B-,16,3708
XPOF,4.87,74,,-40,6,15,E,19,E,B-,50,844
YYAI,0.06,74,-11.58,7,,,E,,,B-,96,27027
ACDC,5.37,75,2.09,2,26,31,B,26,E,B-,0,1640
AESI,12.45,75,5.6,-4,13,25,C-,3,D,B-,3,3134
CLB,12.45,75,0.48,-40,27,24,B,25,C,B-,68,943
CVEO,33.29,75,-0.06,-30,51,71,D-,42,D,B-,13,164
DWSN,3.19,75,-29.93,185,43,69,E,38,C,B-,55,184
ESOA,12.83,75,2.8,14,37,40,E,50,B,B-,59,143
HAL,34.42,75,4.81,-13,46,42,D,55,C,B-,91,11999
HLX,10.43,75,3.06,-9,69,77,B+,44,D,B-,23,1518
KGS,65.35,75,4.74,-26,68,64,D-,74,B,B-,5,1834
KLXE,1.66,75,-1.78,2,9,11,E,36,E,B-,7,386
LBRT,22.01,75,4.21,-42,28,33,D+,24,C,B-,0,4623
MTRX,11.91,75,2.14,-46,31,29,E,55,D,B-,30,224
NCSM,51.69,75,2.43,-77,50,87,B,8,B,B-,18,15
NESR,36.31,75,1.14,-19,88,97,B-,66,C,B-,27,2299
NINE,10.79,75,6.1,-77,32,53,E,27,D,B-,86,79
NOA,13.85,75,-3.62,24,30,28,C+,24,B,B-,82,87
NPKI,14.22,75,2.67,-26,64,44,E,85,B,B-,32,1023
OII,52.2,75,1.66,-59,98,96,A-,89,A,B-,36,1105
OIS,8.93,75,2.41,-28,63,59,C-,98,D,B-,73,720
PUMP,12.1,75,4.85,-55,19,42,D-,12,D,B-,17,4455
RES,6.36,75,1.27,-14,38,47,B-,20,C,B-,41,1607
RNGR,17.39,75,0.4,-44,60,65,B-,40,C,B-,45,216
SLB,53.77,75,3.28,-30,63,59,C+,46,B,B-,64,14012
TDW,94.28,75,3.02,-41,88,89,B,60,B,B-,77,764
TTI,8.55,75,1.18,-50,26,35,E,23,C,B-,14,1879
TUSK,3.32,75,3.43,-65,64,85,A,35,E,B-,93,322
UFG,0.58,75,6.79,103,,,E,,,B-,20,257
USAC,26.62,75,2.15,85,72,38,D,97,A,B-,50,252
VTOL,46.53,75,0.38,-27,45,59,C,9,B,B-,95,236
XPRO,18.71,75,0.32,-23,59,83,B+,13,D,B-,9,1184
ABBV,249.46,76,-0.54,-34,70,74,D,58,B,B-,22,7041
ABSI,9.18,76,-2.96,-58,61,99,B,33,E,B-,3,5333
ACRS,5.78,76,-1.37,-64,60,94,A,20,E,B-,10,1940
AMRX,18.15,76,5.1,-4,88,94,C+,84,C,B-,28,2098
ANIP,76.54,76,2.37,-30,58,24,D,90,A,B-,80,339
AVLN,39.25,76,7.3,-41,36,74,D+,5,E,B-,0,354
BAYRY,13.84,76,,-60,51,86,D,33,D,B-,70,1061
BAYZF,54.61,76,-2.41,-77,46,85,D,26,D,B-,15,6
BFRI,1.3,76,3.17,168,,,C,,,B-,24,349
BGM,0.29,76,-2.45,-94,19,19,A,14,D,B-,19,411
BHC,6.51,76,2.68,-30,71,57,A,79,D,B-,98,3710
BMY,63.83,76,-1.27,-38,84,71,B+,67,B,B-,68,12524
BRVE,27.03,76,4.08,-66,1,30,,1,E,B-,10,
BTMD,1.47,76,-1.34,-62,5,6,D,5,D,B-,50,296
CATX,3.2,76,3.23,-44,18,21,C,36,E,B-,0,1816
CHGCY,21.55,76,-3.88,-44,47,22,D+,76,A,B-,25,264
COLL,28.23,76,0.28,37,42,11,E,85,A,B-,95,519
CPHI,1.13,76,3.67,-81,62,62,A-,68,E,B-,16,5539
CPIX,7.79,76,-1.39,-37,65,99,A+,8,D,B-,27,93
CUVL,6.9,76,2.6,-52,9,28,E,1,E,B-,,4
ELTP,0.31,76,-13.53,924,32,12,C-,48,A,B-,18,581
ENGN,1.7,76,0.59,2,12,26,D+,26,E,B-,3,919
EOLS,8.15,76,1.68,-27,68,87,A+,40,D,B-,34,878
GALDY,42.45,76,-3.37,15,60,54,E,69,B,B-,2,119
GELS,0.58,76,-0.17,-99,,,E,,,B-,,4556
GRFS,7.78,76,-1.89,-56,61,26,B,97,B,B-,65,685
GSK,49.52,76,-0.96,-10,48,37,E,71,A,B-,62,4141
HLN,9.7,76,-0.37,-67,65,41,B,75,B,B-,32,10089
INDV,39.01,76,2.07,-50,76,65,E,99,C,B-,60,2046
INM,1.47,76,2.8,-97,,,E,,,B-,15,1144
INNPF,1.58,76,10.49,-57,,,D,,,B-,95,0
JAGX,0.92,76,16.97,154,,,B-,,,B-,11,93
JAZZ,244.96,76,-0.36,-34,82,85,D,77,B,B-,72,843
JNJ,260.35,76,-0.66,-53,69,79,E,52,A,B-,20,8229
LEXX,9.04,76,11.6,-90,,,C,,,B-,6,13
LFCR,4.72,76,-0.21,-22,9,21,C-,1,E,B-,21,188
LLY,1180.16,76,-2.25,-15,98,83,A-,98,A,B-,8,2967
LRMR,4.36,76,2.11,-45,41,58,A-,38,E,B-,19,2169
MIST,1.1,76,2.8,57,6,6,E,30,E,B-,5,1392
MRK,135.84,76,0.21,-33,84,87,C+,57,B,B-,5,10361
NAGE,3.02,76,-0.98,-46,24,6,A,15,A,B-,38,724
NVO,45.89,76,-1.78,-7,51,29,D+,76,A,B-,52,12293
NVS,150.88,76,-0.55,-18,55,49,E,61,A,B-,35,1976
NXGL,0.56,76,15.61,458,,,A,,,B-,29,328
OGN,13.72,76,0.15,-25,60,80,A,19,B,B-,92,2519
OPHLY,5,76,-0.26,-70,44,43,E,68,C,B-,48,45
OPTH,4.79,76,-0.83,-81,,,D+,,,B-,98,103
OTSKY,37.62,76,-3.65,-15,86,75,C+,86,B,B-,45,44
PAHC,34.36,76,0.88,-60,49,22,E,96,A,B-,55,269
PCSA,2.43,76,-2.8,-83,,,E,,,B-,81,297
PFE,26.79,76,-0.04,-46,52,45,B+,41,C,B-,82,44402
PRFX,1.03,76,-14.17,-73,,,A,,,B-,2,1642
PRGO,13.04,76,1.64,-42,33,36,A+,35,D,B-,90,3631
PTGX,155.1,76,2.43,-42,90,98,A+,55,C,B-,0,725
RDY,12.27,76,-1.21,-14,30,26,C+,26,C,B-,12,2705
RHHBY,54.52,76,-1.75,-19,69,61,C,54,A,B-,30,1874
SGIOY,8.84,76,0.34,-58,53,24,D-,89,A,B-,75,176
SHTDY,10.63,76,0.33,-42,18,18,D-,33,D,B-,85,135
SNOA,1.3,76,-2.99,27,,,B,,,B-,35,175
SNPHY,12.03,76,-1.19,98,63,74,B+,42,C,B-,42,3
SNY,43.72,76,-0.14,-23,60,30,B+,82,B,B-,78,3621
SXTC,4.33,76,31.21,2358,11,1,E,29,D,B-,89,614
SXTP,1.2,76,1.27,37,,,E,,,B-,13,119
TAK,17.63,76,1.38,-7,71,58,B,77,D,B-,10,3482
TEVA,36.77,76,0.68,-57,68,72,B,38,C,B-,40,5741
TXMD,2.07,76,-0.48,-54,,,E,,,B-,65,39
VBIO,0.19,76,11.59,4491,,,E,,,B-,8,3906
VTRS,16.23,76,1.18,-19,40,60,E,46,D,B-,88,10301
ZTS,73.79,76,-2.7,-31,34,13,B-,48,A,B-,58,6917
ZYBT,1.56,76,1.96,-97,35,64,A,2,E,B-,18,6558
ACNT,15.05,77,1.48,-12,24,55,E,12,E,B-,10,74
AP,9.37,77,1.96,-54,35,71,E,28,D,B-,40,201
CRS,544.59,77,1.68,-49,92,94,E,97,A,B-,0,787
CSTM,29.6,77,1.61,-52,76,64,E,99,A,B-,80,1771
EAF,7.61,77,-2.31,-56,13,12,B,17,E,B-,0,349
GSM,4.39,77,0.23,-32,41,43,A,31,D,B-,20,1764
INHD,8.46,77,-21.96,-100,54,36,A-,72,D,B-,30,5889
MTUS,21.81,77,1.39,-38,69,76,B-,47,C,B-,20,399
TS,53.58,77,1.82,42,44,50,E,54,B,B-,60,1241
WS,37.94,77,-0.26,-60,30,38,C,13,C,B-,40,300
AADX,17.92,78,-4.68,-28,1,31,,9,D,B-,33,1686
ACHR,6.62,78,-5.02,12,24,25,A,22,E,B-,2,40943
AERG,1.25,78,,-49,16,20,A-,14,E,B-,4,77
AIR,145.25,78,1.3,-44,90,93,E,93,B,B-,68,462
AIRI,2.54,78,1.2,-84,,,E,,,B-,34,38
AIRO,9.57,78,-10.64,223,21,41,C,15,D,B-,17,495
ARXS,57.28,78,-0.71,-46,49,79,D+,26,E,B-,82,1052
ASLE,5.87,78,2.62,-26,20,16,E,60,D,B-,27,445
ATI,228.48,78,0.55,-28,96,97,C,96,A,B-,21,1699
ATRO,93.45,78,0.91,-97,95,97,C+,83,B,B-,38,734
ATROB,92.98,78,0.8,-67,89,94,D-,83,B,B-,39,73
AVAV,192.81,78,1.78,2,58,30,B+,85,C,B-,16,1685
AVEX,21.54,78,3.11,1,13,18,C-,1,D,B-,74,2401
BA,231.67,78,0.58,-54,60,36,B-,61,B,B-,4,5853
BAER,1.25,78,,-36,6,8,E,13,D,B-,13,858
BAESY,122.23,78,1.16,-37,93,77,A,81,B,B-,62,298
BETA,24.86,78,-5.26,131,30,70,C,4,E,B-,9,1527
BWXT,173.22,78,1.68,-42,50,19,E,83,A,B-,45,956
CAE,26.18,78,-0.57,-3,46,29,C+,63,C,B-,66,655
CODA,10.58,78,3.62,-65,49,37,E,79,A,B-,79,140
CVU,5.86,78,3.53,153,,,A+,,,B-,86,70
CW,699.31,78,1.52,-16,64,49,E,76,A,B-,32,276
DCO,206.98,78,3.99,-53,88,97,D,89,C,B-,23,295
DFSC,3,78,29.87,1334,,,D,,,B-,23,2354
DPC,50.09,78,-0.26,-57,1,45,,25,E,B-,29,
DPRO,4.89,78,5.84,27,25,18,D,62,D,B-,16,1067
DRS,45.53,78,1.81,-58,77,60,D-,89,B,B-,50,1005
DRSHF,1.4,78,-3.45,3,8,6,E,11,B,B-,2,83
DUKR,5.53,78,-1.25,-9,,,E,,,B-,5,31
EADSY,62.25,78,1.57,-37,95,69,A+,90,A,B-,71,475
EH,5.93,78,1.72,-32,12,4,B,16,D,B-,43,1172
EMBJ,75.38,78,1.56,23,94,75,A-,93,B,B-,61,1202
ESLT,783.62,78,0.51,-45,74,68,E,96,A,B-,18,89
EVEX,2.73,78,-2.5,-41,19,12,A-,31,E,B-,34,1104
EVTL,0.83,78,-1.01,-20,7,2,E,48,E,B-,96,4793
FJET,4.24,78,5.74,-41,5,15,D+,9,E,B-,26,1413
FLY,26.67,78,-0.37,-33,28,22,C-,54,D,B-,21,5134
FTAI,217.13,78,0.45,-55,33,34,E,28,A,B-,34,1393
GD,395.78,78,0.72,-61,89,68,B+,77,A,B-,80,1234
GE,368.38,78,2.15,-29,90,80,D,93,A,B-,25,4265
HAWK,22.78,78,-6.52,63,9,15,E,9,D,B-,30,1085
HEI,374.67,78,0.84,-17,98,79,A,95,A,B-,11,473
HEI.A,274.99,78,0.92,-32,98,73,A+,96,A,B-,29,298
HII,327.71,78,0.6,-19,46,36,C+,48,B,B-,89,515
HONA,166.36,78,-2.03,-15,1,26,,1,E,B-,80,
HOVR,1.97,78,-1,-61,16,33,D,27,E,B-,1,1349
HWM,289.18,78,2.25,-27,87,78,E,94,A,B-,12,2708
HXL,104.07,78,1.72,-33,81,82,D+,79,C,B-,30,1028
ISSC,23,78,1.03,16,91,82,C,96,A,B-,91,357
JOBY,7.92,78,-4.12,-37,14,8,D-,40,D,B-,10,43204
KRKNF,4.52,78,-0.66,-42,19,36,E,10,B,B-,0,1003
KRMN,62.01,78,2.5,-59,43,27,C,67,C,B-,5,3607
KTOS,64.58,78,2.85,28,62,33,B-,97,C,B-,9,4638
LHX,291.82,78,1.16,-29,39,29,D,53,B,B-,77,1473
LMT,608.68,78,1.78,-25,84,70,B,78,B,B-,84,1234
LOAR,77.41,78,4.62,-23,82,72,A-,68,B,B-,20,732
LUNR,19.01,78,8.26,76,24,48,C+,13,E,B-,28,11563
MDA,35.21,78,1.15,-57,75,61,D,92,B,B-,59,1684
MNTS,4.84,78,-1.43,-29,25,11,C-,74,E,B-,15,3023
MOG.A,441.21,78,3.36,-33,96,96,C,94,A,B-,46,313
MOG.B,436.55,78,6.07,-37,88,94,E,94,A,B-,48,0
MPTI,88.54,78,4.82,-48,87,90,D-,81,A,B-,52,229
MRCY,111.12,78,1.21,-54,78,89,D,82,D,B-,7,692
MRLN,3.75,78,-15.05,-11,7,3,B,3,E,B-,3,2680
NOC,585.87,78,1.94,-40,57,38,B-,68,B,B-,88,946
NPK,139.86,78,1.49,-36,62,60,C-,40,A,B-,64,111
ONDS,9.24,78,3.7,23,45,65,C+,19,C,B-,99,85417
OPXS,11.37,78,-3.64,-14,37,22,E,50,A,B-,93,36
OSIS,228.27,78,-0.13,-40,53,27,D+,79,A,B-,82,214
PDYN,6.61,78,5.09,-18,20,27,B,14,D,B-,14,1692
PKE,38.2,78,2.47,-37,88,90,E,89,A,B-,14,356
PRZO,0.63,78,6.76,-33,,,B+,,,B-,11,1031
RDW,13.58,78,2.88,-46,63,89,B+,40,D,B-,24,27294
RKLB,80.25,78,0.19,-38,39,45,D,49,C,B-,27,23914
RNMBY,278.12,78,2.85,-15,67,22,A,98,A,B-,36,69
RTX,222.97,78,1.47,-44,94,82,B+,82,B,B-,55,5118
RYCEY,20.75,78,0.73,-60,98,87,B+,93,A,B-,41,3008
SAABY,36.35,78,1.79,-56,52,79,B+,1,C,B-,60,118
SARO,27.9,78,2.88,-14,48,39,C-,57,C,B-,70,3860
SATL,5.8,78,-1.53,-7,34,61,C+,10,D,B-,7,7176
SIF,20,78,3.36,145,54,84,E,44,C,B-,54,137
SOAR,0.17,78,3.03,-61,,,A+,,,B-,98,18882
SPAI,6.17,78,37.72,4207,51,87,C+,30,E,B-,8,130
SPCE,3.32,78,5.73,-24,52,67,A-,65,E,B-,0,23146
SPIR,13.95,78,0.07,-44,35,47,E,54,D,B-,18,1082
SWMR,41.6,78,-3.23,32,22,65,C-,2,E,B-,1,378
TATT,41.69,78,3.3,1,70,53,D-,93,A,B-,75,224
TDG,1256.9,78,0.85,10,60,38,D+,84,B,B-,57,404
TDY,679.67,78,0.89,-50,84,63,C+,81,B,B-,73,377
TXT,89,78,1.09,-34,53,39,E,76,B,B-,95,1651
VOYG,42.98,78,-2.94,-20,49,94,C,17,D,B-,20,2167
VVX,83,78,2.13,-54,80,84,E,93,C,B-,96,709
VWAV,1.78,78,44.72,2499,3,2,E,3,E,B-,99,885
WWD,370.56,78,3.35,-48,75,57,E,95,A,B-,43,776
XTIA,1.62,78,3.18,-23,31,25,C-,72,D,B-,25,851
YSS,10.93,78,-5.04,294,3,7,E,6,E,B-,22,1915
ZENA,2.14,78,0.47,128,20,21,A+,3,D,B-,12,4138
ADBE,264.02,79,-2.39,-57,69,37,A+,73,A,B-,89,6754
ADSK,251.66,79,-2.44,-48,84,40,A+,93,A,B-,44,2649
BSY,36.24,79,-0.88,-22,76,41,A+,81,A,B-,33,3195
CDNS,324.82,79,0.32,7,61,31,E,92,A,B-,11,2396
DASTY,25.05,79,2.2,-60,54,39,A,57,B,B-,67,227
FIG,25.42,79,-3.53,-38,30,51,C,31,D,B-,0,22167
MOVE,11.72,79,5.11,-41,29,59,E,44,E,B-,0,207
PTC,149.75,79,-2.69,-45,76,29,A,90,A,B-,78,1851
SNPS,421.5,79,2.37,-39,41,18,D,68,B,B-,22,1920
SVCO,7.26,79,-1.63,-51,30,51,D,35,D,B-,25,571
TRMB,57.6,79,0.1,39,56,24,A-,84,C,B-,56,2982
U,46.25,79,1,4,61,91,A+,7,D,B-,8,9243
ACTG,4.59,80,-0.22,-2,46,58,E,49,C,B-,0,272
ATXG,4.15,80,4.8,-100,28,12,A+,44,D,B-,0,19
BOC,13.94,80,-2.24,4,42,71,C-,20,D,B-,12,147
BRK.A,755570.01,80,-0.84,-46,74,44,B,80,B,B-,37,0
BRK.B,504.03,80,-0.57,-14,75,44,B,82,B,B-,32,4844
BSP,39.31,80,-3.93,-32,1,34,,48,D,B-,29,
CHE,532.88,80,-0.8,-10,87,79,A,69,B,B-,26,194
CKHUY,8.89,80,-1.33,-48,45,54,E,48,C,B-,84,235
CSL,370.04,80,-1.53,-41,62,42,C+,63,B,B-,53,497
GPGI,12.78,80,-1.08,-37,13,17,E,37,D,B-,58,1588
HTHIY,36.17,80,0.36,-62,76,66,A+,45,B,B-,5,680
IEP,7.42,80,-1.07,311,10,22,E,16,D,B-,8,821
ITOCY,12.91,80,-0.84,-6,55,44,B,58,C,B-,63,519
JCI,153.64,80,1.45,-48,86,72,C-,92,B,B-,11,4287
KWY,9.94,80,0.61,-37,28,14,C,45,C,B-,21,70
MGLD,1.07,80,0.47,-85,,,D,,,B-,17,19
MIELY,76.95,80,0.87,-21,70,58,D+,77,C,B-,16,93
MITSY,607.12,80,-1.64,-63,31,35,D,46,C,B-,74,9
MMM,182.65,80,,-23,83,73,B+,59,B,B-,42,3653
OTTR,92.87,80,0.63,-47,54,53,D-,47,B,B-,79,264
PHG,27.29,80,-0.33,-59,54,36,D+,88,D,B-,68,1155
ROP,399.34,80,0.46,-24,78,55,A+,73,A,B-,47,1038
SEB,4364.15,80,2.63,133,41,37,E,66,C,B-,89,9
SIEGY,164.25,80,0.15,-45,76,56,B,62,B,B-,21,159
SSUMY,11.25,80,0.54,-96,68,64,D,70,C,B-,95,303
AAON,87.8,81,0.15,-23,49,18,E,94,A,C+,6,1104
ACA,145.4,81,0.3,-44,75,80,E,73,C,C+,15,824
AEHL,4.94,81,4.44,751,,,E,,,C+,21,296
AIRJ,6.04,81,-4.43,83,48,89,A,3,E,C+,0,1763
AKZOY,24.08,81,0.25,-45,72,69,A,57,C,C+,60,75
AOS,62.17,81,-0.53,-58,43,33,B-,45,B,C+,62,1808
APOG,42.58,81,0.02,-54,57,62,B+,47,C,C+,91,263
APT,5.43,81,-0.55,-32,,,B-,,,C+,85,54
ASGLY,7.41,81,-1.13,-76,43,42,D,78,D,C+,83,6
ATKR,93.8,81,-0.03,0,62,90,A-,24,D,C+,49,764
AWI,182.2,81,0.29,-61,81,45,A-,81,A,C+,34,497
AYI,358.43,81,-0.37,-39,86,67,B,75,A,C+,55,389
BLDR,72.51,81,-1.43,-44,7,16,E,11,D,C+,68,2334
CAPS,0.22,81,-0.27,16,,,E,,,C+,13,526
CARR,62.78,81,-0.9,-49,27,33,E,37,C,C+,32,6365
CNM,45.98,81,-0.35,-33,50,21,C-,86,B,C+,57,2445
CPTAF,0,81,2.5,-95,,,B,,,C+,98,22
CSTE,3.44,81,12.79,22,63,98,A+,15,E,C+,8,138
DKILY,13.3,81,-0.67,2,24,36,E,30,C,C+,38,237
EFOI,3.01,81,0.47,-91,,,B,,,C+,15,19
FBGL,0.4,81,-0.03,-98,,,C,,,C+,,472
FBIN,47.84,81,-1.22,-38,43,48,C,52,C,C+,87,2633
FIX,1774.06,81,2.69,-25,83,69,E,99,A,C+,9,511
GCDT,0.49,81,-4.35,-87,,,C,,,C+,,2356
GFF,104.16,81,-1.71,-29,85,83,A-,61,B,C+,51,365
JELD,1.93,81,-1.53,-49,16,31,A,4,E,C+,23,1778
JHX,31.04,81,0.49,-29,82,89,A+,42,B,C+,30,7540
LII,422.01,81,0.88,10,30,14,E,61,B,C+,53,490
LMB,45.54,81,3.03,79,24,5,E,61,A,C+,89,294
LPX,73.89,81,0.07,-31,14,26,E,9,C,C+,2,1199
LYTS,24.86,81,0.08,-59,73,53,D,87,B,C+,45,370
MAGH,6.76,81,,,,,E,,,C+,10,568
MAIR,31.28,81,-1.14,-51,19,22,E,43,E,C+,43,2145
MAS,74.33,81,-0.34,-37,53,50,D,73,D,C+,66,2551
MHK,140.1,81,0.7,-35,86,78,A+,73,C,C+,81,858
MIMI,2,81,-7.83,-99,,,B,,,C+,0,2133
MOD,209.5,81,2.94,-49,62,39,E,96,A,C+,11,1594
MWA,25.54,81,0.12,-51,59,32,E,95,A,C+,70,1205
NCL,0.16,81,-4.16,25,,,E,,,C+,98,446
NWGL,0.44,81,7.06,-83,,,D,,,C+,5,3995
NX,20.95,81,-1.97,-46,50,55,B+,31,C,C+,94,397
OC,154.67,81,-0.76,-52,62,76,A,30,D,C+,74,1134
PPG,114.11,81,-0.54,-53,41,48,E,48,B,C+,77,1942
QXO,14.51,81,-2.55,13,14,12,D+,15,C,C+,0,23861
RETO,1.28,81,6.67,-82,2,2,E,8,E,C+,2,182
RPM,113.82,81,0.43,-17,74,50,B,77,B,C+,47,912
SHW,359.1,81,-0.68,-50,75,53,B+,62,B,C+,21,2376
SMJF,10.25,81,3.54,41,48,93,C,1,E,C+,16,858
SPB,89.93,81,-0.84,-27,79,82,E,99,D,C+,96,377
SSD,193.78,81,-0.76,-50,60,47,E,71,A,C+,40,317
SWIM,7.32,81,-3.17,-40,62,70,A-,40,C,C+,4,893
TGLS,41.84,81,-0.66,-46,32,28,D,39,A,C+,79,270
TILE,37.96,81,-1.99,-16,97,87,A-,98,B,C+,72,529
TREX,49.63,81,-0.9,-45,57,63,A,29,B,C+,26,2174
TT,480.2,81,0.53,-60,73,48,E,85,A,C+,13,1288
TTAM,16.04,81,2.1,31,23,34,E,18,C,C+,64,277
UFPI,89.87,81,-1.53,-48,28,36,B-,19,C,C+,43,497
WBRBY,4.77,81,-0.75,-41,7,12,E,10,C,C+,19,15
WFG,70.76,81,1.74,47,36,56,A,4,E,C+,18,221
WMS,150.91,81,1.13,24,64,46,D-,76,A,C+,36,861
WSO,313.06,81,0.47,-40,15,12,E,32,C,C+,28,437
WSO.B,329.18,81,0.11,-89,15,13,E,32,C,C+,23,0
WTS,384.42,81,0.36,-64,95,87,C+,90,A,C+,17,366
WXM,5,81,5.93,-98,,,D+,,,C+,3,993
ADPT,24.74,82,1.14,-46,74,96,A,27,C,C+,67,3244
AKBA,0.87,82,0.37,-56,6,6,D+,9,D,C+,76,5014
ALVO,4.05,82,-0.86,-33,25,32,A+,14,D,C+,36,928
AMRN,14.07,82,-0.57,-34,20,26,D,43,E,C+,71,80
ANAB,58.47,82,4.37,-99,47,74,D-,30,C,C+,98,645
ARDX,4.06,82,3.84,-6,8,7,E,26,C,C+,51,4365
ARQT,26.19,82,1.39,-30,68,73,D-,70,B,C+,0,1651
ARWR,86.64,82,1.23,-60,47,88,E,17,C,C+,18,2241
AXSM,213.67,82,0,-46,36,66,E,25,D,C+,58,939
BBIO,79.86,82,-1.66,0,49,84,E,34,D,C+,31,3331
BCRX,9.74,82,-0.71,-21,70,77,B,48,C,C+,9,4756
BEAM,26.75,82,0.91,-44,23,39,E,31,D,C+,16,2244
BNTX,93.09,82,1.05,-34,19,26,B+,7,D,C+,11,948
CERS,2.98,82,4.93,-12,74,91,C,57,C,C+,87,2827
CYTK,74.13,82,0.93,-14,27,64,E,12,D,C+,4,2137
DNA,6.79,82,-6.22,28,9,9,E,44,E,C+,13,1139
EVO,1.96,82,-2.97,-18,6,5,D,16,D,C+,33,58
GERN,1.47,82,-4.23,-22,35,48,C+,31,C,C+,80,12330
GYRE,6.68,82,2.14,-37,15,21,B,2,D,C+,55,86
HROW,40.03,82,2.98,-27,27,63,E,6,C,C+,40,695
HRTX,0.34,82,0.69,-48,3,2,E,6,D,C+,69,3454
IBRX,7.57,82,-1.05,-54,26,72,E,9,D,C+,2,10915
IDYA,36.3,82,-1.04,-64,49,82,B-,15,D,C+,0,1162
IMCR,34.21,82,0.03,-65,68,60,A+,61,C,C+,95,553
INSM,123.74,82,-2.05,-47,32,31,D,55,D,C+,42,3828
IONS,57.24,82,2.45,-58,14,18,D,17,D,C+,56,3134
IOVA,6.98,82,7.06,6,83,99,B+,60,D,C+,24,16518
KPTI,2.02,82,1.51,-31,10,3,E,46,E,C+,38,1385
LEGN,20.37,82,0.49,-39,20,17,D,39,C,C+,75,2683
MDGL,507.56,82,0.04,-36,33,55,E,21,C,C+,64,383
MDXH,0.81,82,74.89,62764,11,2,B-,13,D,C+,60,693
MGNX,4.22,82,3.43,-7,59,95,D+,43,D,C+,20,961
MIRM,100.64,82,1.89,-38,24,53,E,9,C,C+,7,863
MNKD,3.85,82,3.22,-41,24,41,B,3,C,C+,73,4935
MRNA,63.32,82,-0.52,-33,44,93,C,23,E,C+,15,7388
MRVI,5.7,82,-1.38,-17,61,94,C,52,E,C+,84,2890
NUVB,6.22,82,1.97,70,49,85,C+,24,D,C+,93,7050
NVAX,8.05,82,-1.11,-40,13,22,C-,16,D,C+,82,3818
OPK,1.38,82,-1.43,-9,46,66,D,49,E,C+,49,3691
PHAT,9.58,82,4.36,-29,29,12,D,69,D,C+,44,1353
PTCT,71.7,82,-0.38,-68,32,43,E,41,D,C+,91,1883
RARE,26.49,82,0.42,-49,22,32,D+,28,D,C+,22,2406
RCUS,29.48,82,2.15,-10,46,90,D,14,E,C+,5,1312
RYTM,115.48,82,-0.47,-59,62,72,A,22,D,C+,29,839
SNDX,19.84,82,3.98,-36,41,51,E,52,D,C+,35,1959
SRPT,18.1,82,-1.74,-52,30,24,A+,27,C,C+,96,3436
STIM,3.3,82,8.91,-17,78,86,A+,57,D,C+,62,2402
TARS,69.2,82,0.46,-55,63,63,A-,47,C,C+,85,1020
TLX,11.82,82,-4.14,-25,48,72,A+,8,B,C+,89,167
TVTX,62.14,82,1.16,-35,59,97,D+,16,C,C+,65,1908
